Name Equatorial Polar BlueFlux GreenFlux RedFlux Parallax RadialVelocity Distance Periodicity PeriodUnc Location
P02660 276.762 90.075 9.59e-17 6.73e-17 4.71e-17 0.001 -2.98 undef 0 0 LeftD04
P01302 276.763 97.883 1.31e-14 7.58e-15 2.71e-15 0.002 -1.36 undef 0 0 LeftD04
P05274 276.84 100.053 5.41e-17 6.65e-17 5.68e-17 0.003 -2.35 undef 0 0 LeftD04
P06503 276.891 99.014 7.34e-17 7.38e-17 6.52e-17 0.004 -1.80 undef 0 0 LeftD04
P01974 276.862 90.496 3.53e-12 1.78e-12 9.90e-13 0.004 -0.41 undef 0 0 LeftD04
P07422 277.002 98.141 2.32e-14 1.40e-14 6.26e-15 0.002 -1.44 undef 0 0 LeftD04
P01143 276.893 97.783 3.03e-12 1.65e-12 1.04e-12 0.004 -1.53 undef 0 0 LeftD04
P02216 276.783 99.729 5.34e-16 3.90e-16 2.61e-16 0.004 -2.33 undef 49.80821917808219 0.10028942849420204 LeftD04
P06495 276.923 98.55 6.81e-14 3.13e-14 1.72e-14 0.002 -1.64 undef 0 0 LeftD04
P02758 276.985 102.134 1.49e-17 1.91e-17 1.84e-17 0.004 -2.45 undef 0 0 LeftD04
P01236 276.902 101.04 2.73e-17 3.62e-17 3.42e-17 0.001 -2.46 undef 0 0 LeftD04
P06050 277.126 93.644 1.62e-15 1.27e-15 7.85e-16 0.004 -1.26 undef 0 0 LeftD04
P00617 277.111 99.205 9.66e-17 9.26e-17 6.55e-17 0.005 -2.32 undef 0 0 LeftD04
P00874 277.071 98.079 2.76e-17 3.32e-17 3.37e-17 0.003 -1.65 undef 0 0 LeftD04
P01677 277.195 90.71 8.45e-17 8.59e-17 7.82e-17 0.003 -0.43 undef 0 0 LeftD04
P01844 276.994 99.116 6.88e-17 8.64e-17 6.98e-17 0.004 -2.33 undef 0 0 LeftD04
P00436 277.146 97.751 5.11e-16 4.27e-16 3.15e-16 0.0 -1.51 undef 51.03874227961819 0.11463102336459693 LeftD04
P03075 277.22 92.166 1.16e-16 1.24e-16 9.70e-17 0.006 -0.76 167 0 0 LeftD04
P01475 277.183 90.139 2.28e-13 1.04e-13 5.26e-14 0.001 -3.54 undef 0 0 LeftD04
P03982 277.153 92.913 1.63e-12 8.91e-13 3.88e-13 0.004 -1.15 undef 0 0 LeftD04
P04163 277.204 98.4 8.85e-17 9.23e-17 7.84e-17 0.003 -2.08 undef 0 0 LeftD04
P06849 277.19 90.535 7.26e-14 3.24e-14 1.42e-14 0.004 -0.56 undef 0 0 LeftD04
P00074 277.414 99.875 1.54e-15 1.09e-15 7.17e-16 0.002 -2.56 undef 0 0 LeftD04
P01189 277.387 92.459 1.36e-14 9.83e-15 3.89e-15 0.004 -1.01 undef 0 0 LeftD04
P05199 277.278 90.101 4.82e-15 2.76e-15 1.22e-15 0.001 -3.82 undef 0 0 LeftD04
P08589 277.352 91.752 1.01e-14 6.35e-15 3.43e-15 0.003 -0.91 undef 0 0 LeftD04
P06883 277.284 98.645 2.30e-16 2.59e-16 1.60e-16 0.004 -2.52 undef 49.26829268292683 0.1329961195355139 LeftD04
P08094 277.472 96.444 1.63e-14 9.73e-15 5.59e-15 0.005 -1.71 undef 0 0 LeftD04
P08481 277.514 93.233 2.42e-12 2.84e-12 2.10e-12 0.003 -1.42 undef 18.45685279187817 0.0906813949686679 LeftD04
P02492 277.383 101.61 1.92e-16 1.78e-16 1.44e-16 0.003 -2.96 undef 48.84470714669533 0.07854059468626455 LeftD04
P05331 277.62 99.182 1.92e-15 1.43e-15 8.39e-16 0.003 -2.76 undef 0 0 LeftD04
P08300 277.544 91.305 1.73e-17 2.47e-17 2.15e-17 0.003 -0.69 undef 0 0 LeftD04
P02271 277.552 98.672 3.06e-16 2.45e-16 1.84e-16 0.003 -2.48 undef 49.26829268292683 0.11905809551969475 LeftD04
P00464 277.424 99.813 8.45e-17 9.24e-17 7.46e-17 0.004 -2.79 undef 0 0 LeftD04
P03429 277.535 98.228 4.37e-15 3.05e-15 1.64e-15 0.004 -2.15 undef 0 0 LeftD04
P02910 277.561 100.302 1.38e-17 1.91e-17 2.10e-17 0.004 -2.89 undef 0 0 LeftD04
P00676 277.659 101.783 6.14e-14 3.60e-14 1.37e-14 0.002 -2.83 undef 0 0 LeftD04
P03726 277.765 99.698 7.14e-16 5.16e-16 3.59e-16 0.003 -2.92 undef 50.81050866405813 0.12063860791587529 LeftD04
P09302 277.586 90.44 5.61e-14 3.05e-14 1.29e-14 0.005 -0.74 undef 0 0 LeftD04
P09279 277.58 99.425 8.99e-16 7.02e-16 4.58e-16 0.003 -2.99 undef 0 0 LeftD04
P09901 277.736 98.622 5.34e-14 2.99e-14 1.53e-14 0.003 -2.80 undef 0 0 LeftD04
P06552 277.685 104.972 7.52e-17 6.90e-17 5.39e-17 0.002 -2.68 undef 0 0 LeftD04
P06719 277.928 92.66 7.54e-17 3.80e-17 1.95e-17 0.002 -1.36 undef 0 0 LeftD04
P02785 277.779 98.743 4.23e-16 3.38e-16 2.64e-16 0.003 -2.75 undef 49.48285247686445 0.15461565220719953 LeftD04
P08720 277.76 90.925 1.12e-15 8.08e-16 5.16e-16 0.004 -0.71 undef 0 0 LeftD04
P06640 277.933 98.562 2.65e-17 1.28e-17 5.49e-18 0.001 -1.24 undef 0 0 LeftD04
P00214 277.95 99.033 2.72e-17 3.24e-17 2.82e-17 0.002 -2.98 undef 0 0 LeftD04
P01030 277.975 98.042 5.50e-14 2.85e-14 1.20e-14 0.004 -2.21 undef 0 0 LeftD04
P07829 277.91 99.258 1.17e-15 8.12e-16 4.94e-16 0.003 -2.96 undef 0 0 LeftD04
P03724 277.86 99.417 1.02e-15 8.29e-16 5.40e-16 0.003 -3.01 undef 0 0 LeftD04
P07616 277.951 98.443 8.25e-17 8.14e-17 7.19e-17 0.002 -2.70 undef 0 0 LeftD04
P07648 278.134 90.084 7.48e-17 7.76e-17 6.18e-17 0.005 -1.08 undef 0 0 LeftD04
P02871 277.947 95.863 1.64e-13 8.01e-14 3.31e-14 0.003 -1.89 undef 0 0 LeftD04
P00005 277.925 96.998 8.01e-14 3.44e-13 8.68e-13 0.004 -2.12 undef 0 0 LeftD04
P01852 278.004 90.104 3.68e-16 4.02e-16 2.53e-16 0.003 -0.88 undef 49.26829268292683 0.0787015751497004 LeftD04
P02459 278.008 93.984 3.18e-12 2.52e-12 1.58e-12 0.001 -1.67 undef 0 0 LeftD04
P00786 277.987 90.894 4.10e-15 2.56e-15 1.40e-15 0.002 -1.14 undef 0 0 LeftD04
P08198 278.042 98.038 8.20e-16 6.70e-16 3.94e-16 0.002 -2.40 undef 0 0 LeftD04
P06341 277.985 90.908 5.90e-15 3.88e-15 2.00e-15 0.004 -1.12 undef 0 0 LeftD04
P09894 278.072 91.239 2.46e-17 1.29e-17 5.33e-18 0.002 -0.91 undef 0 0 LeftD04
P09436 278.063 90.368 7.97e-17 8.82e-17 7.87e-17 0.001 -0.93 undef 0 0 LeftD04
P01191 278.062 90.32 1.76e-13 1.07e-13 4.08e-14 0.005 -3.88 undef 0 0 LeftD04
P04216 278.113 91.438 5.98e-15 3.80e-15 2.25e-15 0.002 -1.13 undef 0 0 LeftD04
P00694 278.042 98.592 3.27e-12 2.74e-12 2.04e-12 0.003 -2.72 undef 0 0 LeftD04
P06377 278.075 98.812 1.01e-16 8.65e-17 7.46e-17 0.003 -3.02 undef 0 0 LeftD04
P01966 278.374 94.222 9.29e-15 5.42e-15 2.80e-15 0.004 -1.72 undef 0 0 LeftD04
P09349 278.367 96.465 3.14e-15 2.21e-15 1.20e-15 0.003 -2.07 undef 0 0 LeftD04
P02093 278.41 97.905 2.32e-12 2.60e-12 2.16e-12 0.003 -2.94 undef 18.96515752138535 0.034810889143228343 LeftD04
P09076 278.522 93.44 3.66e-15 2.59e-15 1.53e-15 0.002 -1.63 undef 0 0 LeftD04
P08126 278.42 99.582 4.66e-16 4.20e-16 2.50e-16 0.003 -3.00 undef 50.027517886626306 0.1552105507681734 LeftD04
P01854 278.462 98.64 3.26e-15 2.06e-15 1.11e-15 0.004 -3.07 undef 0 0 LeftD04
P01976 278.443 92.979 9.59e-16 6.19e-16 4.15e-16 0.004 -1.75 undef 0 0 LeftD04
P03739 278.528 92.439 1.81e-12 8.69e-13 4.42e-13 0.002 -1.54 undef 0 0 LeftD04
P07396 278.542 90.368 8.46e-14 4.41e-14 2.21e-14 0.003 -1.39 undef 0 0 LeftD04
P03769 278.589 95.633 8.32e-17 8.99e-17 7.20e-17 0.005 -1.97 undef 0 0 LeftD04
P05208 278.528 98.495 4.47e-14 2.09e-14 1.09e-14 0.003 -2.75 undef 0 0 LeftD04
P08307 278.581 91.611 6.04e-16 4.93e-16 3.23e-16 0.002 -1.24 undef 50.360110803324105 0.13182298757931143 LeftD04
P08851 278.485 91.215 1.88e-13 1.04e-13 4.19e-14 0.002 -4.99 undef 0 0 LeftD04
P05052 278.636 90.923 1.09e-14 6.01e-15 3.59e-15 0.004 -1.53 undef 0 0 LeftD04
P04988 278.544 93.312 3.83e-14 1.74e-14 8.96e-15 0.001 -1.95 undef 0 0 LeftD04
P01524 278.646 90.485 1.88e-14 1.05e-14 5.31e-15 0.005 -1.68 undef 0 0 LeftD04
P02663 278.625 93.432 8.50e-14 4.05e-14 1.90e-14 0.004 -1.86 undef 0 0 LeftD04
P03364 278.58 91.253 7.19e-14 3.85e-14 1.95e-14 0.003 -1.51 undef 0 0 LeftD04
P03765 278.613 91.186 1.53e-13 8.42e-14 3.61e-14 0.0 -5.30 undef 0 0 LeftD04
P07627 278.657 91.652 3.82e-17 3.37e-17 1.99e-17 0.001 -5.10 undef 50.360110803324105 0.1765556530850515 LeftD04
P10330 278.722 91.431 3.38e-16 2.86e-16 2.49e-16 0.003 -1.72 undef 49.16170903190913 0.08898291651173589 LeftD04
P07095 278.664 90.59 3.15e-16 2.11e-16 1.23e-16 -0.0 -5.09 undef 0 0 LeftD04
P00971 278.712 97.396 2.65e-14 1.46e-14 7.07e-15 0.003 -2.47 undef 0 0 LeftD04
P05423 278.705 90.98 7.09e-15 4.03e-15 2.52e-15 0.003 -1.83 undef 0 0 LeftD04
P00336 278.816 91.619 1.47e-17 2.07e-17 2.19e-17 0.004 -1.93 undef 0 0 LeftD04
P08875 278.788 90.781 2.11e-17 3.05e-17 2.67e-17 0.002 -1.76 undef 0 0 LeftD04
P00663 278.85 101.704 8.52e-16 6.88e-16 4.49e-16 0.003 -3.22 undef 0 0 LeftD04
P01597 278.816 90.969 2.64e-15 1.58e-15 9.97e-16 0.005 -2.05 undef 0 0 LeftD04
P06808 278.814 94.335 2.34e-14 1.47e-14 7.80e-15 0.002 -1.95 undef 0 0 LeftD04
P03698 278.909 91.294 2.45e-14 1.26e-14 6.48e-15 0.004 -2.03 undef 0 0 LeftD04
P03512 278.834 90.921 1.24e-13 5.86e-14 2.80e-14 0.001 -2.17 undef 0 0 LeftD04
P03481 278.736 90.868 2.62e-17 3.45e-17 3.00e-17 0.004 -2.19 undef 0 0 LeftD04
P06076 278.926 90.745 1.58e-17 2.02e-17 2.25e-17 0.003 -2.30 undef 0 0 LeftD04
P00759 278.99 91.025 2.87e-12 2.27e-12 1.16e-12 0.003 -2.40 undef 0 0 LeftD04
P08550 278.988 104.298 3.76e-16 2.76e-16 1.93e-16 0.003 -2.97 undef 49.699289229086936 0.16808098187426965 LeftD04
P02373 278.898 90.701 6.42e-16 5.71e-16 3.51e-16 0.002 -2.48 undef 49.9176276771005 0.13144829886651008 LeftD04
P03673 279.101 90.965 3.24e-13 3.21e-13 2.93e-13 0.0 -4.67 undef 18.486882245271506 0.04112714572672646 LeftD04
P04446 279.082 93.066 6.10e-17 7.09e-17 7.34e-17 0.005 -3.36 undef 0 0 LeftD04
P06233 279.029 90.653 4.99e-14 2.38e-14 1.35e-14 0.005 -2.45 undef 0 0 LeftD04
P03366 279.097 91.944 8.45e-15 4.35e-15 2.09e-15 0.002 -2.15 undef 0 0 LeftD04
P01498 279.115 91.346 9.59e-16 6.87e-16 4.43e-16 0.003 -2.31 undef 0 0 LeftD04
P01724 279.107 90.153 3.81e-17 2.04e-17 8.50e-18 0.004 -2.42 undef 0 0 LeftD04
P08827 278.979 91.01 3.02e-16 2.46e-16 1.67e-16 0.004 -2.83 undef 48.84470714669533 0.13773285352817238 LeftD04
P09400 279.036 98.829 3.04e-13 8.56e-13 1.37e-12 0.003 -3.16 undef 0 0 LeftD04
P03189 279.045 90.9 2.00e-17 2.70e-17 2.44e-17 0.002 -2.75 undef 0 0 LeftD04
P08520 279.235 94.799 6.83e-15 4.31e-15 2.45e-15 0.002 -2.04 undef 0 0 LeftD04
P02207 279.214 101.232 1.41e-15 9.48e-16 6.06e-16 0.002 -3.30 undef 0 0 LeftD04
P00505 279.149 90.946 3.38e-12 2.19e-12 1.32e-12 0.002 -2.79 undef 0 0 LeftD04
P09738 279.064 96.813 1.86e-12 9.92e-13 4.60e-13 0.005 -2.49 undef 0 0 LeftD04
P02230 279.31 90.599 8.75e-14 4.65e-14 2.27e-14 0.002 -2.69 undef 0 0 LeftD04
P10088 279.18 90.29 4.61e-15 2.86e-15 1.78e-15 0.002 -2.88 undef 0 0 LeftD04
P04203 279.14 93.796 7.91e-16 6.20e-16 4.07e-16 0.004 -3.33 undef 49.375339489407935 0.13329414968507047 LeftD04
P03093 279.228 92.462 8.71e-15 5.36e-15 3.23e-15 0.003 -2.46 undef 0 0 LeftD04
P07537 279.251 92.238 2.14e-14 1.01e-14 5.89e-15 0.003 -2.32 undef 0 0 LeftD04
P07947 279.367 99.156 1.10e-17 1.42e-17 1.62e-17 0.003 -3.38 undef 0 0 LeftD04
P09360 279.395 90.677 7.10e-17 5.69e-17 4.09e-17 0.002 -4.45 undef 49.59083469721767 0.1706571953222137 LeftD04
P09995 279.447 98.997 9.68e-15 6.22e-15 3.15e-15 0.002 -3.23 undef 0 0 LeftD04
P07557 279.41 91.161 3.35e-16 3.31e-16 2.38e-16 0.003 -3.09 undef 49.16170903190913 0.14655016553527994 LeftD04
P04626 279.423 90.51 3.32e-12 2.48e-12 1.62e-12 0.004 -3.00 undef 0 0 LeftD04
P06416 279.499 90.875 1.11e-17 1.49e-17 1.59e-17 0.003 -2.89 undef 0 0 LeftD04
P00298 279.502 100.717 1.10e-16 9.61e-17 8.53e-17 0.002 -3.39 undef 0 0 LeftD04
P04231 279.55 92.943 3.23e-17 3.80e-17 3.68e-17 0.002 -2.29 undef 0 0 LeftD04
P09645 279.612 99.318 3.40e-14 1.95e-14 8.57e-15 0.004 -3.41 undef 0 0 LeftD04
P09826 279.626 100.662 1.61e-12 7.63e-13 3.27e-13 0.005 -3.52 undef 0 0 LeftD04
P07357 279.663 98.722 9.35e-15 5.48e-15 3.23e-15 0.003 -2.92 undef 0 0 LeftD04
P03399 279.726 90.922 2.71e-17 2.97e-17 2.77e-17 0.005 -3.22 undef 0 0 LeftD04
P01241 279.616 100.445 2.33e-13 1.30e-13 5.44e-14 0.004 -0.89 undef 0 0 LeftD04
P02934 279.602 91.617 4.63e-14 2.47e-14 1.10e-14 0.004 -3.02 undef 0 0 LeftD04
P04103 279.76 90.499 1.68e-13 7.48e-14 3.71e-14 0.004 -3.35 undef 0 0 LeftD04
P01410 279.739 91.38 1.89e-14 1.11e-14 5.11e-15 0.003 -2.96 undef 0 0 LeftD04
P01945 279.827 92.024 2.68e-15 1.69e-15 1.09e-15 0.004 -2.80 undef 0 0 LeftD04
P00513 279.769 90.033 4.83e-14 2.75e-14 1.39e-14 0.003 -2.98 undef 0 0 LeftD04
P00458 279.893 90.474 1.17e-17 1.80e-17 2.11e-17 0.003 -3.32 undef 0 0 LeftD04
P10356 279.949 100.946 2.99e-15 1.85e-15 1.10e-15 0.003 -3.72 undef 0 0 LeftD04
P04305 280.018 91.815 6.76e-15 3.50e-15 1.30e-15 0.001 -5.36 undef 0 0 LeftD04
P08293 280.251 91.222 1.26e-12 6.80e-13 3.04e-13 0.003 -3.61 undef 0 0 LeftD04
P08512 280.263 96.084 1.97e-17 2.48e-17 2.93e-17 0.004 -1.40 undef 0 0 LeftD04
P09416 280.335 91.619 3.09e-14 1.74e-14 6.88e-15 0.004 -3.24 undef 0 0 LeftD04
P07903 280.332 91.863 1.09e-13 5.19e-14 2.31e-14 0.005 -3.17 undef 0 0 LeftD04
P03955 280.401 101.374 1.75e-16 1.50e-16 1.32e-16 0.003 -3.64 undef 0 0 LeftD04
P02124 280.36 90.47 5.49e-15 4.66e-14 2.12e-13 0.004 -3.64 undef 0 0 LeftD04
P04858 280.575 94.721 1.26e-16 1.18e-16 9.27e-17 0.003 -2.51 undef 0 0 LeftD04
P08563 280.489 90.36 1.07e-14 6.18e-15 3.26e-15 0.002 -1.78 undef 0 0 LeftD04
P00493 280.381 92.319 1.22e-14 6.96e-15 3.84e-15 0.003 -3.07 undef 0 0 LeftD04
P03901 280.687 96.209 1.77e-17 2.17e-17 2.02e-17 0.002 -2.29 undef 0 0 LeftD04
P09185 280.567 101.912 2.82e-15 1.97e-15 8.89e-16 0.003 -3.78 undef 0 0 LeftD04
P10346 280.689 90.66 1.31e-17 1.89e-17 2.28e-17 0.002 -3.82 undef 0 0 LeftD04
P03853 280.778 99.461 4.42e-17 4.46e-17 4.22e-17 0.004 -3.65 undef 0 0 LeftD04
P06784 280.981 90.463 4.77e-16 4.66e-16 2.98e-16 0.002 -3.96 undef 50.360110803324105 0.11096837316167998 LeftD04
P10231 281.0 96.417 6.99e-17 8.16e-17 6.70e-17 0.004 -2.79 undef 0 0 LeftD04
P09740 281.043 96.757 5.58e-14 2.89e-14 1.32e-14 0.003 -2.80 undef 0 0 LeftD04
P00300 281.233 90.398 5.68e-17 5.99e-17 6.48e-17 0.003 -3.94 undef 0 0 LeftD04
P04711 281.195 92.57 1.07e-17 4.96e-18 2.13e-18 0.002 -3.27 undef 0 0 LeftD04
P00345 281.318 91.578 4.80e-16 4.18e-16 2.91e-16 0.003 -3.82 undef 49.699289229086936 0.13596541219260494 LeftD04
P05512 281.173 98.257 3.15e-14 1.60e-14 8.00e-15 0.003 -3.22 undef 0 0 LeftD04
P04564 281.376 92.687 3.25e-15 2.12e-15 1.28e-15 0.004 -3.55 undef 0 0 LeftD04
P09507 281.392 100.198 1.03e-13 5.51e-14 2.39e-14 0.004 -0.89 undef 0 0 LeftD04
P07897 281.418 100.319 1.36e-16 1.41e-16 1.05e-16 0.005 -3.74 undef 0 0 LeftD04
P04615 281.566 99.425 8.79e-16 6.92e-16 4.89e-16 0.003 -2.91 undef 49.699289229086936 0.1598533659845629 LeftD04
P02324 281.77 95.739 3.38e-14 1.55e-14 6.37e-15 0.002 -2.02 undef 0 0 LeftD04
P02528 281.723 92.174 5.94e-16 6.43e-16 4.53e-16 0.003 -2.22 undef 49.80821917808219 0.19799764979502785 LeftD04
P07070 281.77 92.072 3.90e-12 2.64e-12 1.45e-12 0.003 -3.73 undef 0 0 LeftD04
P00072 281.67 103.09 7.07e-16 6.24e-16 3.84e-16 0.001 -3.72 undef 0 0 LeftD04
P00474 281.834 92.321 3.52e-14 2.17e-14 8.97e-15 0.003 -2.26 undef 0 0 LeftD04
P09985 282.038 93.392 2.55e-16 2.18e-16 1.47e-16 0.003 -3.26 undef 49.26829268292683 0.14295189509869924 LeftD04
P00707 282.144 95.8 1.48e-14 8.77e-15 4.10e-15 0.003 -2.70 undef 0 0 LeftD04
P10448 282.364 91.036 3.10e-12 2.06e-12 1.18e-12 0.003 -4.21 undef 0 0 LeftD04
P03624 282.384 91.418 8.82e-16 6.45e-16 4.37e-16 0.003 -4.16 undef 0 0 LeftD04
P07641 282.693 91.313 1.95e-12 1.20e-12 4.76e-13 0.003 -4.24 undef 0 0 LeftD04
P07589 282.653 90.971 2.91e-14 1.56e-14 7.31e-15 0.003 -4.33 undef 0 0 LeftD04
P01575 282.667 92.823 2.15e-14 1.09e-14 5.40e-15 0.001 -3.58 undef 0 0 LeftD04
P02250 282.879 90.847 4.38e-14 2.40e-14 1.25e-14 0.004 -4.33 undef 0 0 LeftD04
P09657 282.768 90.99 2.92e-14 1.68e-14 7.08e-15 0.004 -4.31 undef 0 0 LeftD04
P06282 282.92 91.254 7.82e-16 6.61e-16 4.69e-16 0.003 -4.32 undef 0 0 LeftD04
P02481 283.282 101.234 1.99e-15 1.36e-15 7.68e-16 0.004 -0.79 undef 0 0 LeftD04
P08833 283.243 91.318 1.18e-14 6.93e-15 3.56e-15 0.004 -4.41 undef 0 0 LeftD04
P01098 283.221 103.862 3.49e-16 3.32e-16 2.25e-16 0.002 -3.84 undef 49.48285247686445 0.08949457992108159 LeftD04
P03369 283.505 104.901 4.67e-15 2.78e-15 1.60e-15 0.004 -3.68 undef 0 0 LeftD04
P08883 283.461 92.351 1.87e-12 9.55e-13 4.39e-13 0.005 -1.97 undef 0 0 LeftD04
P02217 283.641 101.837 2.39e-17 3.18e-17 3.39e-17 0.004 -0.54 undef 0 0 LeftD04
P10071 283.992 99.07 4.21e-17 5.19e-17 4.48e-17 0.006 -3.68 167 0 0 LeftD04
P03665 284.265 90.903 1.88e-17 2.61e-17 2.68e-17 0.004 -4.62 undef 0 0 LeftD04
P07482 284.5 94.214 4.47e-15 2.71e-15 1.47e-15 0.002 -3.77 undef 0 0 LeftD04
P10093 284.624 99.419 1.65e-15 1.14e-15 6.52e-16 0.003 -2.44 undef 0 0 LeftD04
P08658 284.689 99.283 3.41e-16 3.38e-16 2.54e-16 0.003 -0.90 undef 49.26829268292683 0.10196941032085542 LeftD04
P07669 284.611 101.43 2.19e-13 1.23e-13 4.89e-14 0.002 -0.51 undef 0 0 LeftD04
P05237 284.812 103.514 3.62e-13 1.58e-13 6.71e-14 0.003 -0.32 undef 0 0 LeftD04
P07883 270.665 116.88 3.98e-14 2.23e-14 9.98e-15 0.004 -0.51 undef 0 0 LeftD05
P06252 271.003 112.828 1.00e-15 7.33e-16 5.12e-16 0.005 -0.58 undef 51.38496325607689 0.13959498188400288 LeftD05
P00196 271.397 114.541 2.75e-15 1.80e-15 1.11e-15 0.004 -0.44 undef 0 0 LeftD05
P10264 271.345 114.246 3.68e-17 4.27e-17 4.06e-17 0.001 -0.38 undef 0 0 LeftD05
P07762 271.326 118.902 3.34e-15 2.49e-15 1.44e-15 0.005 0.55 undef 0 0 LeftD05
P03458 272.024 113.624 3.63e-15 2.53e-15 1.47e-15 0.005 -0.54 undef 0 0 LeftD05
P02162 271.985 116.174 1.44e-13 7.70e-14 3.64e-14 0.005 -0.59 undef 0 0 LeftD05
P05671 271.991 105.867 1.13e-13 6.01e-14 2.79e-14 0.002 -1.30 undef 0 0 LeftD05
P08888 272.427 116.188 1.62e-14 1.02e-14 5.26e-15 0.004 -0.58 undef 0 0 LeftD05
P00365 272.591 107.539 3.66e-17 4.45e-17 4.41e-17 0.004 -1.24 undef 0 0 LeftD05
P08158 272.819 115.75 2.12e-16 2.19e-16 1.62e-16 0.002 -0.69 undef 0 0 LeftD05
P00845 272.669 115.946 1.52e-17 2.10e-17 1.81e-17 0.003 -0.60 undef 0 0 LeftD05
P00928 272.817 119.425 1.79e-13 7.80e-14 3.99e-14 0.004 1.00 undef 0 0 LeftD05
P00586 273.444 114.96 9.04e-16 8.22e-16 4.25e-16 0.004 -0.79 undef 50.69715560513106 0.10646691529031001 LeftD05
P03929 273.477 119.924 7.21e-16 5.72e-16 4.10e-16 0.004 -1.27 undef 49.80821917808219 0.12660147418828852 LeftD05
P09299 273.835 116.377 6.14e-15 4.29e-15 2.22e-15 0.003 -0.91 undef 0 0 LeftD05
P03777 273.756 116.078 3.51e-15 2.02e-15 1.01e-15 0.0 0.99 undef 0 0 LeftD05
P09835 273.883 116.294 6.22e-15 4.24e-15 1.88e-15 0.004 -0.85 undef 0 0 LeftD05
P01315 273.98 112.966 4.57e-12 2.41e-12 1.29e-12 0.004 -1.00 undef 0 0 LeftD05
P01775 274.109 115.697 1.15e-13 6.35e-14 2.74e-14 0.004 -0.82 undef 0 0 LeftD05
P01028 274.33 115.383 1.30e-17 1.78e-17 1.96e-17 0.004 -0.83 undef 0 0 LeftD05
P07716 274.515 117.938 1.86e-15 1.56e-15 8.51e-16 0.004 -1.30 undef 0 0 LeftD05
P10458 274.502 112.442 6.63e-15 3.78e-15 2.66e-15 0.003 -1.14 undef 0 0 LeftD05
P02007 274.506 118.095 6.19e-16 4.90e-16 3.29e-16 0.003 -1.30 undef 49.48285247686445 0.13454746379780455 LeftD05
P07857 274.418 112.223 5.49e-14 3.69e-14 1.45e-14 0.004 -1.21 undef 0 0 LeftD05
P01909 274.525 116.681 6.96e-17 6.10e-17 4.98e-17 0.003 0.91 undef 49.699289229086936 0.12975874501463697 LeftD05
P05648 274.657 106.147 3.71e-14 1.85e-14 7.91e-15 0.004 -2.17 undef 0 0 LeftD05
P03255 274.547 116.473 2.14e-16 1.79e-16 1.18e-16 0.0 1.03 undef 0 0 LeftD05
P08560 274.647 111.916 6.54e-15 4.97e-15 2.58e-15 0.005 -1.29 undef 0 0 LeftD05
P01732 274.746 118.82 1.53e-14 9.98e-15 5.70e-15 0.002 -1.47 undef 0 0 LeftD05
P02131 274.73 114.371 6.37e-16 5.23e-16 3.75e-16 0.004 -0.98 undef 50.027517886626306 0.10176185111304069 LeftD05
P01362 274.885 114.742 8.39e-15 4.21e-15 2.56e-15 0.004 -1.05 undef 0 0 LeftD05
P00468 274.804 114.149 1.82e-13 8.46e-14 4.28e-14 0.005 -1.05 undef 0 0 LeftD05
P09899 274.976 113.855 2.74e-14 1.25e-14 7.72e-15 0.004 -0.65 undef 0 0 LeftD05
P02966 275.009 115.081 5.54e-17 6.31e-17 5.95e-17 0.003 -1.10 undef 0 0 LeftD05
P05316 275.106 114.961 2.88e-15 1.79e-15 1.27e-15 0.003 -1.04 undef 0 0 LeftD05
P04741 274.85 113.833 2.77e-12 1.52e-12 7.09e-13 0.004 -1.15 undef 0 0 LeftD05
P05046 275.158 110.89 3.72e-15 2.47e-15 1.76e-15 0.005 -1.36 undef 0 0 LeftD05
P06825 275.011 116.969 7.76e-17 3.45e-17 1.61e-17 0.002 -1.47 undef 0 0 LeftD05
P02181 275.089 113.886 5.42e-15 3.73e-15 2.43e-15 0.002 -1.28 undef 0 0 LeftD05
P02588 275.18 115.96 1.08e-16 1.31e-16 9.74e-17 0.004 -1.20 undef 0 0 LeftD05
P05147 275.287 117.971 5.06e-13 2.38e-13 1.36e-13 0.002 0.43 undef 0 0 LeftD05
P01373 275.194 116.491 2.47e-15 1.77e-15 9.19e-16 0.003 -1.53 undef 0 0 LeftD05
P03030 275.264 115.41 3.74e-12 4.26e-12 2.79e-12 0.004 -1.12 undef 0 0 LeftD05
P00972 275.256 117.251 2.48e-17 3.41e-17 3.59e-17 0.005 -1.54 undef 0 0 LeftD05
P03264 275.429 114.802 2.96e-14 1.48e-14 8.35e-15 0.003 -1.37 undef 0 0 LeftD05
P07931 275.362 115.981 1.79e-14 1.05e-14 4.80e-15 0.002 -1.30 undef 0 0 LeftD05
P03062 275.384 115.646 1.49e-14 9.19e-15 4.10e-15 0.003 -1.25 undef 0 0 LeftD05
P08670 275.525 116.713 7.45e-15 5.07e-15 2.49e-15 0.003 -1.55 undef 0 0 LeftD05
P01328 275.497 116.959 1.59e-16 1.74e-16 1.38e-16 0.004 -1.61 undef 0 0 LeftD05
P07158 275.526 115.661 2.34e-16 2.16e-16 1.45e-16 0.003 -1.41 undef 0 0 LeftD05
P07166 275.704 115.922 1.22e-17 8.08e-18 4.01e-18 0.003 -1.61 undef 0 0 LeftD05
P02282 275.607 114.851 1.86e-16 1.85e-16 1.54e-16 0.003 -1.52 undef 0 0 LeftD05
